Date,P,D,E,CPI,Date Fraction,Long IR GS10,Real Price,Real Dividend,Real Earnings,CAPE (P/E10),Date (CCYY-MM)
1893.12,4.41,0.25,0.26,7.04,1893.96,3.7,152.94,8.67,9.02,15.61,1893-12
1894.01,4.32,0.25,0.25,6.85,1894.04,3.7,153.98,8.79,8.97,15.74,1894-01
1894.02,4.38,0.24,0.24,6.76,1894.12,3.68,158.32,8.79,8.79,16.2,1894-02
1894.03,4.51,0.24,0.24,6.57,1894.21,3.66,167.74,8.93,8.74,17.19,1894-03
1894.04,4.57,0.24,0.23,6.57,1894.29,3.64,169.97,8.8,8.43,17.43,1894-04
1894.05,4.4,0.23,0.22,6.57,1894.37,3.62,163.65,8.68,8.12,16.81,1894-05
1894.06,4.34,0.23,0.21,6.57,1894.46,3.6,161.42,8.55,7.81,16.61,1894-06
1894.07,4.25,0.23,0.2,6.57,1894.54,3.58,158.07,8.43,7.5,16.29,1894-07
1894.08,4.41,0.22,0.19,6.76,1894.62,3.56,159.4,8.07,6.99,16.46,1894-08
1894.09,4.48,0.22,0.19,6.85,1894.71,3.54,159.68,7.84,6.59,16.52,1894-09
1894.10,4.34,0.22,0.18,6.66,1894.79,3.52,159.11,7.94,6.48,16.5,1894-10
1894.11,4.34,0.21,0.17,6.66,1894.87,3.5,159.11,7.82,6.17,16.54,1894-11
1894.12,4.3,0.21,0.16,6.57,1894.96,3.48,159.93,7.81,5.95,16.67,1894-12
1895.01,4.25,0.21,0.17,6.57,1895.04,3.46,158.07,7.75,6.23,16.52,1895-01
1895.02,4.19,0.21,0.18,6.57,1895.12,3.47,155.84,7.69,6.51,16.33,1895-02
1895.03,4.19,0.21,0.18,6.57,1895.21,3.48,155.84,7.62,6.79,16.36,1895-03
1895.04,4.37,0.2,0.19,6.85,1895.29,3.5,155.76,7.25,6.77,16.39,1895-04
1895.05,4.61,0.2,0.2,6.95,1895.37,3.51,162.07,7.09,6.94,17.08,1895-05
1895.06,4.7,0.2,0.21,7.04,1895.46,3.52,163,6.94,7.11,17.21,1895-06
1895.07,4.72,0.2,0.21,6.95,1895.54,3.53,165.93,6.97,7.47,17.55,1895-07
1895.08,4.79,0.2,0.22,6.85,1895.62,3.54,170.73,7.01,7.84,18.07,1895-08
1895.09,4.82,0.2,0.23,6.85,1895.71,3.55,171.8,6.95,8.11,18.2,1895-09
1895.10,4.75,0.19,0.24,6.85,1895.79,3.57,169.31,6.89,8.38,17.94,1895-10
1895.11,4.59,0.19,0.24,6.85,1895.87,3.58,163.6,6.83,8.64,17.34,1895-11
1895.12,4.32,0.19,0.25,6.76,1895.96,3.59,156.15,6.87,9.04,16.55,1895-12
1896.01,4.27,0.19,0.25,6.66,1896.04,3.6,156.55,6.94,9.04,16.58,1896-01
1896.02,4.45,0.19,0.24,6.57,1896.12,3.58,165.51,7,9.05,17.52,1896-02
1896.03,4.38,0.19,0.24,6.57,1896.21,3.57,162.91,6.97,8.93,17.23,1896-03
1896.04,4.42,0.19,0.24,6.47,1896.29,3.55,166.81,7.05,8.93,17.64,1896-04
1896.05,4.4,0.19,0.23,6.37,1896.37,3.53,168.54,7.12,8.94,17.83,1896-05
1896.06,4.32,0.19,0.23,6.28,1896.46,3.52,167.98,7.19,8.94,17.78,1896-06
1896.07,4.04,0.18,0.23,6.28,1896.54,3.5,157.09,7.16,8.81,16.64,1896-07
1896.08,3.81,0.18,0.22,6.28,1896.62,3.48,148.15,7.13,8.68,15.7,1896-08
1896.09,4.01,0.18,0.22,6.28,1896.71,3.47,155.92,7.1,8.55,16.54,1896-09
1896.10,4.1,0.18,0.22,6.47,1896.79,3.45,154.74,6.86,8.18,16.44,1896-10
1896.11,4.38,0.18,0.21,6.66,1896.87,3.43,160.58,6.63,7.82,17.09,1896-11
1896.12,4.22,0.18,0.21,6.66,1896.96,3.42,154.71,6.6,7.7,16.5,1896-12
1897.01,4.22,0.18,0.22,6.47,1897.04,3.4,159.26,6.79,8.24,17.03,1897-01
1897.02,4.18,0.18,0.23,6.47,1897.12,3.4,157.75,6.79,8.56,16.89,1897-02
1897.03,4.19,0.18,0.24,6.47,1897.21,3.39,158.13,6.79,8.87,16.96,1897-03
1897.04,4.06,0.18,0.24,6.37,1897.29,3.39,155.51,6.89,9.32,16.7,1897-04
1897.05,4.08,0.18,0.25,6.28,1897.37,3.38,158.65,7,9.79,17.05,1897-05
1897.06,4.27,0.18,0.26,6.28,1897.46,3.38,166.03,7,10.11,17.85,1897-06
1897.07,4.46,0.18,0.27,6.28,1897.54,3.38,173.42,7,10.43,18.65,1897-07
1897.08,4.75,0.18,0.28,6.57,1897.62,3.37,176.67,6.69,10.29,19.01,1897-08
1897.09,4.98,0.18,0.29,6.76,1897.71,3.37,180.01,6.51,10.3,19.37,1897-09
1897.10,4.82,0.18,0.29,6.66,1897.79,3.36,176.71,6.6,10.75,19.03,1897-10
1897.11,4.65,0.18,0.3,6.66,1897.87,3.36,170.48,6.6,11.06,18.36,1897-11
1897.12,4.75,0.18,0.31,6.66,1897.96,3.35,174.14,6.6,11.37,18.75,1897-12
1898.01,4.88,0.18,0.31,6.66,1898.04,3.35,178.91,6.66,11.49,19.25,1898-01
1898.02,4.87,0.18,0.32,6.76,1898.12,3.33,176.03,6.63,11.45,18.92,1898-02
1898.03,4.65,0.19,0.32,6.76,1898.21,3.31,168.08,6.69,11.57,18.04,1898-03
1898.04,4.57,0.19,0.32,6.76,1898.29,3.29,165.19,6.75,11.69,17.71,1898-04
1898.05,4.87,0.19,0.33,7.23,1898.37,3.27,164.45,6.36,11.03,17.6,1898-05
1898.06,5.06,0.19,0.33,6.76,1898.46,3.25,182.9,6.87,11.93,19.54,1898-06
1898.07,5.08,0.19,0.33,6.66,1898.54,3.23,186.24,7.03,12.22,19.86,1898-07
1898.08,5.27,0.19,0.34,6.66,1898.62,3.2,193.21,7.09,12.34,20.54,1898-08
1898.09,5.26,0.2,0.34,6.66,1898.71,3.18,192.84,7.15,12.47,20.44,1898-09
1898.10,5.15,0.2,0.34,6.66,1898.79,3.16,188.81,7.21,12.59,19.95,1898-10
1898.11,5.32,0.2,0.35,6.66,1898.87,3.14,195.04,7.27,12.71,20.53,1898-11
1898.12,5.65,0.2,0.35,6.76,1898.96,3.12,204.22,7.23,12.65,21.4,1898-12
1899.01,6.08,0.2,0.36,6.76,1899.04,3.1,219.77,7.26,13.04,22.93,1899-01
1899.02,6.31,0.2,0.37,6.95,1899.12,3.1,221.83,7.09,13.07,23.05,1899-02
1899.03,6.4,0.2,0.38,6.95,1899.21,3.11,224.99,7.12,13.45,23.28,1899-03
1899.04,6.48,0.2,0.39,7.04,1899.29,3.11,224.73,7.05,13.64,23.15,1899-04
1899.05,6.21,0.2,0.4,7.04,1899.37,3.12,215.36,7.08,14.02,22.09,1899-05
1899.06,6.07,0.21,0.42,7.14,1899.46,3.12,207.7,7.01,14.2,21.21,1899-06
1899.07,6.28,0.21,0.43,7.23,1899.54,3.13,212.06,6.95,14.38,21.56,1899-07
1899.08,6.44,0.21,0.44,7.33,1899.62,3.13,214.64,6.89,14.55,21.73,1899-08
1899.09,6.37,0.21,0.45,7.61,1899.71,3.13,204.34,6.66,14.36,20.59,1899-09
1899.10,6.34,0.21,0.46,7.71,1899.79,3.14,200.87,6.6,14.52,20.15,1899-10
1899.11,6.46,0.21,0.47,7.8,1899.87,3.14,202.18,6.55,14.68,20.2,1899-11
1899.12,6.02,0.21,0.48,7.9,1899.96,3.15,186.14,6.49,14.84,18.51,1899-12
1900.01,6.1,0.22,0.48,7.9,1900.04,3.15,188.61,6.73,14.84,18.67,1900-01
1900.02,6.21,0.23,0.48,7.99,1900.12,3.15,189.73,6.87,14.66,18.7,1900-02
1900.03,6.26,0.23,0.48,7.99,1900.21,3.14,191.25,7.1,14.66,18.78,1900-03
1900.04,6.34,0.24,0.48,7.99,1900.29,3.14,193.7,7.33,14.66,18.94,1900-04
1900.05,6.04,0.25,0.48,7.8,1900.37,3.13,189.03,7.75,15.02,18.4,1900-05
1900.06,5.86,0.26,0.48,7.71,1900.46,3.13,185.66,8.08,15.21,17.99,1900-06
1900.07,5.86,0.26,0.48,7.8,1900.54,3.13,183.4,8.22,15.02,17.69,1900-07
1900.08,5.94,0.27,0.48,7.71,1900.62,3.12,188.2,8.55,15.21,18.07,1900-08
1900.09,5.8,0.28,0.48,7.8,1900.71,3.12,181.52,8.68,15.02,17.34,1900-09
1900.10,6.01,0.29,0.48,7.71,1900.79,3.11,190.42,9.03,15.21,18.1,1900-10
1900.11,6.48,0.29,0.48,7.71,1900.87,3.11,205.31,9.27,15.21,19.42,1900-11
1900.12,6.87,0.3,0.48,7.61,1900.96,3.1,220.38,9.62,15.4,20.74,1900-12
1901.01,7.07,0.3,0.48,7.71,1901.04,3.1,224,9.56,15.26,20.98,1901-01
1901.02,7.25,0.3,0.48,7.61,1901.12,3.11,232.57,9.73,15.5,21.68,1901-02
1901.03,7.51,0.31,0.49,7.61,1901.21,3.11,240.92,9.78,15.56,22.35,1901-03
1901.04,8.14,0.31,0.49,7.52,1901.29,3.12,264.43,9.96,15.81,24.41,1901-04
1901.05,7.73,0.31,0.49,7.52,1901.37,3.13,251.11,10.02,15.86,23.06,1901-05
1901.06,8.5,0.31,0.49,7.52,1901.46,3.13,276.13,10.07,15.92,25.24,1901-06
1901.07,7.93,0.31,0.49,7.61,1901.54,3.14,254.39,10,15.77,23.14,1901-07
1901.08,8.04,0.31,0.49,7.71,1901.62,3.15,254.73,9.93,15.63,23.08,1901-08
1901.09,8,0.32,0.5,7.8,1901.71,3.15,250.37,9.86,15.49,22.59,1901-09
1901.10,7.91,0.32,0.5,7.8,1901.79,3.16,247.56,9.91,15.55,22.25,1901-10
1901.11,8.08,0.32,0.5,7.9,1901.87,3.17,249.83,9.84,15.41,22.38,1901-11
1901.12,7.95,0.32,0.5,7.99,1901.96,3.17,242.89,9.78,15.28,21.68,1901-12
1902.01,8.12,0.32,0.51,7.9,1902.04,3.18,251.07,9.92,15.79,22.34,1902-01
1902.02,8.19,0.32,0.52,7.9,1902.12,3.19,253.23,9.95,16.13,22.46,1902-02
1902.03,8.2,0.32,0.53,7.9,1902.21,3.2,253.54,9.97,16.46,22.41,1902-03
1902.04,8.48,0.32,0.54,7.99,1902.29,3.21,259.08,9.88,16.6,22.82,1902-04
1902.05,8.46,0.32,0.55,8.09,1902.37,3.22,255.43,9.79,16.73,22.43,1902-05
1902.06,8.41,0.33,0.57,8.18,1902.46,3.23,250.96,9.7,16.86,21.96,1902-06
1902.07,8.6,0.33,0.58,8.18,1902.54,3.24,256.63,9.72,17.18,22.39,1902-07
1902.08,8.83,0.33,0.59,8.09,1902.62,3.25,266.6,9.86,17.71,23.17,1902-08
1902.09,8.85,0.33,0.6,8.18,1902.71,3.26,264.09,9.77,17.83,22.86,1902-09
1902.10,8.57,0.33,0.61,8.75,1902.79,3.27,239.06,9.16,16.97,20.6,1902-10
1902.11,8.24,0.33,0.62,8.47,1902.87,3.28,237.6,9.49,17.85,20.41,1902-11
1902.12,8.05,0.33,0.63,8.56,1902.96,3.29,229.55,9.41,17.96,19.63,1902-12
1903.01,8.46,0.33,0.62,8.66,1903.04,3.3,238.58,9.35,17.53,20.32,1903-01
1903.02,8.41,0.33,0.61,8.66,1903.12,3.31,237.17,9.4,17.3,20.11,1903-02
1903.03,8.08,0.34,0.61,8.37,1903.21,3.32,235.64,9.77,17.64,19.88,1903-03
1903.04,7.75,0.34,0.6,8.37,1903.29,3.33,226.01,9.82,17.4,18.98,1903-04
1903.05,7.6,0.34,0.59,8.18,1903.37,3.33,226.79,10.1,17.56,18.95,1903-05
1903.06,7.18,0.34,0.58,8.18,1903.46,3.34,214.26,10.15,17.31,17.82,1903-06
1903.07,6.85,0.34,0.57,8.18,1903.54,3.35,204.41,10.2,17.06,16.92,1903-07
1903.08,6.63,0.34,0.56,8.18,1903.62,3.36,197.85,10.24,16.81,16.3,1903-08
1903.09,6.47,0.35,0.56,8.28,1903.71,3.37,190.85,10.18,16.37,15.65,1903-09
1903.10,6.26,0.35,0.55,8.18,1903.79,3.38,186.81,10.35,16.31,15.25,1903-10
1903.11,6.28,0.35,0.54,8.09,1903.87,3.38,189.61,10.52,16.25,15.41,1903-11
1903.12,6.57,0.35,0.53,8.09,1903.96,3.39,198.36,10.57,16,16.04,1903-12
1904.01,6.68,0.35,0.53,8.28,1904.04,3.4,197.05,10.23,15.54,15.86,1904-01
1904.02,6.5,0.34,0.52,8.47,1904.12,3.41,187.43,9.9,15.09,15.02,1904-02
1904.03,6.48,0.34,0.52,8.37,1904.21,3.41,188.98,9.92,15.16,15.08,1904-03
1904.04,6.64,0.34,0.52,8.28,1904.29,3.42,195.87,9.93,15.24,15.57,1904-04
1904.05,6.5,0.33,0.51,8.09,1904.37,3.43,196.25,10.06,15.5,15.53,1904-05
1904.06,6.51,0.33,0.51,8.09,1904.46,3.43,196.55,9.96,15.4,15.47,1904-06
1904.07,6.78,0.33,0.51,8.09,1904.54,3.44,204.7,9.86,15.3,16.04,1904-07
1904.08,7.01,0.32,0.5,8.18,1904.62,3.45,209.19,9.65,15.02,16.3,1904-08
1904.09,7.32,0.32,0.5,8.28,1904.71,3.45,215.93,9.44,14.75,16.74,1904-09
1904.10,7.75,0.32,0.5,8.28,1904.79,3.46,228.61,9.34,14.65,17.63,1904-10
1904.11,8.17,0.31,0.49,8.47,1904.87,3.47,235.59,9.03,14.22,18.08,1904-11
1904.12,8.25,0.31,0.49,8.47,1904.96,3.47,237.89,8.94,14.13,18.16,1904-12
1905.01,8.43,0.31,0.51,8.47,1905.04,3.48,243.08,8.99,14.56,18.46,1905-01
1905.02,8.8,0.31,0.52,8.47,1905.12,3.48,253.75,9.03,14.99,19.17,1905-02
1905.03,9.05,0.32,0.54,8.37,1905.21,3.47,263.92,9.19,15.6,19.83,1905-03
1905.04,8.94,0.32,0.55,8.37,1905.29,3.47,260.72,9.24,16.04,19.48,1905-04
1905.05,8.5,0.32,0.57,8.28,1905.37,3.46,250.73,9.39,16.67,18.63,1905-05
1905.06,8.6,0.32,0.58,8.28,1905.46,3.46,253.68,9.44,17.11,18.74,1905-06
1905.07,8.87,0.32,0.6,8.28,1905.54,3.46,261.65,9.49,17.55,19.21,1905-07
1905.08,9.2,0.32,0.61,8.37,1905.62,3.45,268.3,9.43,17.79,19.57,1905-08
1905.09,9.23,0.33,0.63,8.28,1905.71,3.45,272.27,9.59,18.44,19.74,1905-09
1905.10,9.36,0.33,0.64,8.28,1905.79,3.44,276.1,9.64,18.88,19.9,1905-10
1905.11,9.31,0.33,0.66,8.37,1905.87,3.44,271.51,9.57,19.1,19.44,1905-11
1905.12,9.54,0.33,0.67,8.47,1905.96,3.43,275.09,9.52,19.32,19.58,1905-12
1906.01,9.87,0.34,0.68,8.47,1906.04,3.43,284.61,9.68,19.54,20.13,1906-01
1906.02,9.8,0.34,0.69,8.47,1906.12,3.45,282.59,9.85,19.75,19.87,1906-02
1906.03,9.56,0.35,0.69,8.47,1906.21,3.47,275.67,10.02,19.97,19.26,1906-03
1906.04,9.43,0.35,0.7,8.47,1906.29,3.49,271.92,10.19,20.18,18.88,1906-04
1906.05,9.18,0.36,0.71,8.56,1906.37,3.51,261.77,10.24,20.17,18.05,1906-05
1906.06,9.3,0.37,0.72,8.56,1906.46,3.53,265.19,10.41,20.39,18.17,1906-06
1906.07,9.06,0.37,0.72,8.28,1906.54,3.55,267.25,10.94,21.31,18.2,1906-07
1906.08,9.73,0.38,0.73,8.47,1906.62,3.57,280.57,10.86,21.05,18.97,1906-08
1906.09,10.03,0.38,0.74,8.56,1906.71,3.59,286,10.91,21.03,19.2,1906-09
1906.10,9.73,0.39,0.75,8.75,1906.79,3.61,271.42,10.83,20.78,18.1,1906-10
1906.11,9.93,0.39,0.75,8.85,1906.87,3.63,274.02,10.88,20.77,18.14,1906-11
1906.12,9.84,0.4,0.76,8.94,1906.96,3.65,268.65,10.92,20.75,17.66,1906-12
1907.01,9.56,0.4,0.75,8.85,1907.04,3.67,263.81,11.13,20.74,17.22,1907-01
1907.02,9.26,0.41,0.74,9.04,1907.12,3.69,250.15,10.99,20.08,16.22,1907-02
1907.03,8.35,0.41,0.74,8.94,1907.21,3.7,227.97,11.19,20.07,14.69,1907-03
1907.04,8.39,0.41,0.73,8.94,1907.29,3.72,229.06,11.28,19.84,14.67,1907-04
1907.05,8.1,0.42,0.72,9.13,1907.37,3.74,216.53,11.14,19.2,13.79,1907-05
1907.06,7.84,0.42,0.71,9.23,1907.46,3.75,207.42,11.11,18.78,13.14,1907-06
1907.07,8.14,0.42,0.7,9.23,1907.54,3.77,215.36,11.2,18.57,13.59,1907-07
1907.08,7.53,0.43,0.69,9.23,1907.62,3.79,199.22,11.29,18.34,12.51,1907-08
1907.09,7.45,0.43,0.69,9.23,1907.71,3.8,197.11,11.38,18.12,12.33,1907-09
1907.10,6.64,0.43,0.68,9.32,1907.79,3.82,173.88,11.35,17.72,10.83,1907-10
1907.11,6.25,0.44,0.67,8.94,1907.87,3.84,170.63,11.92,18.25,10.59,1907-11
1907.12,6.57,0.44,0.66,8.75,1907.96,3.85,183.27,12.27,18.41,11.33,1907-12
1908.01,6.85,0.44,0.65,8.66,1908.04,3.87,193.18,12.32,18.42,11.9,1908-01
1908.02,6.6,0.43,0.65,8.56,1908.12,3.86,188.2,12.36,18.44,11.55,1908-02
1908.03,6.87,0.43,0.64,8.56,1908.21,3.85,195.9,12.26,18.25,11.98,1908-03
1908.04,7.24,0.43,0.63,8.66,1908.29,3.84,204.18,12.03,17.86,12.45,1908-04
1908.05,7.63,0.42,0.63,8.66,1908.37,3.83,215.18,11.94,17.67,13.08,1908-05
1908.06,7.64,0.42,0.62,8.66,1908.46,3.82,215.46,11.84,17.48,13.05,1908-06
1908.07,7.92,0.42,0.61,8.75,1908.54,3.82,220.93,11.62,17.11,13.35,1908-07
1908.08,8.26,0.41,0.61,8.75,1908.62,3.81,230.41,11.53,16.92,13.88,1908-08
1908.09,8.17,0.41,0.6,8.75,1908.71,3.8,227.9,11.44,16.74,13.7,1908-09
1908.10,8.27,0.41,0.59,8.85,1908.79,3.79,228.21,11.22,16.37,13.69,1908-10
1908.11,8.83,0.4,0.59,8.94,1908.87,3.78,241.07,11.01,16.02,14.44,1908-11
1908.12,9.03,0.4,0.58,9.04,1908.96,3.77,243.94,10.81,15.67,14.58,1908-12
1909.01,9.06,0.4,0.6,8.94,1909.04,3.76,247.35,11.01,16.24,14.76,1909-01
1909.02,8.8,0.41,0.61,9.04,1909.12,3.77,237.72,10.99,16.48,14.17,1909-02
1909.03,8.92,0.41,0.63,9.04,1909.21,3.79,240.97,11.08,16.88,14.34,1909-03
1909.04,9.32,0.41,0.64,9.23,1909.29,3.8,246.58,10.93,16.93,14.65,1909-04
1909.05,9.63,0.42,0.66,9.32,1909.37,3.81,252.18,10.91,17.15,14.95,1909-05
1909.06,9.8,0.42,0.67,9.42,1909.46,3.82,254.04,10.89,17.37,15.04,1909-06
1909.07,9.94,0.42,0.69,9.42,1909.54,3.84,257.67,10.97,17.76,15.23,1909-07
1909.08,10.18,0.43,0.7,9.51,1909.62,3.85,261.25,10.95,17.96,15.42,1909-08
1909.09,10.19,0.43,0.72,9.61,1909.71,3.86,258.92,10.93,18.17,15.25,1909-09
1909.10,10.23,0.43,0.73,9.8,1909.79,3.87,254.89,10.8,18.19,14.99,1909-10
1909.11,10.18,0.44,0.75,9.9,1909.87,3.89,251.2,10.78,18.38,14.75,1909-11
1909.12,10.3,0.44,0.76,9.99,1909.96,3.9,251.74,10.75,18.58,14.75,1909-12
1910.01,10.08,0.44,0.76,9.9,1910.04,3.91,248.74,10.92,18.69,14.55,1910-01
1910.02,9.72,0.45,0.76,9.9,1910.12,3.92,239.85,10.98,18.63,14,1910-02
1910.03,9.96,0.45,0.75,10.09,1910.21,3.92,241.14,10.83,18.22,14.05,1910-03
1910.04,9.72,0.45,0.75,10.18,1910.29,3.93,233.13,10.79,17.99,13.56,1910-04
1910.05,9.56,0.45,0.75,9.99,1910.37,3.93,233.66,11.06,18.27,13.57,1910-05
1910.06,9.1,0.46,0.75,9.9,1910.46,3.94,224.55,11.23,18.38,13.02,1910-06
1910.07,8.64,0.46,0.74,9.9,1910.54,3.95,213.2,11.29,18.32,12.34,1910-07
1910.08,8.85,0.46,0.74,9.8,1910.62,3.95,220.51,11.46,18.44,12.75,1910-08
1910.09,8.91,0.46,0.74,9.7,1910.71,3.96,224.18,11.64,18.56,12.94,1910-09
1910.10,9.32,0.47,0.74,9.42,1910.79,3.96,241.6,12.05,19.05,13.92,1910-10
1910.11,9.31,0.47,0.73,9.23,1910.87,3.97,246.32,12.37,19.38,14.16,1910-11
1910.12,9.05,0.47,0.73,9.23,1910.96,3.97,239.44,12.43,19.31,13.74,1910-12
1911.01,9.27,0.47,0.72,9.23,1911.04,3.98,245.26,12.43,19,14.05,1911-01
1911.02,9.43,0.47,0.71,8.94,1911.12,3.98,257.45,12.83,19.29,14.72,1911-02
1911.03,9.32,0.47,0.7,9.04,1911.21,3.99,251.77,12.7,18.77,14.37,1911-03
1911.04,9.28,0.47,0.68,8.75,1911.29,3.99,258.86,13.11,19.06,14.75,1911-04
1911.05,9.48,0.47,0.67,8.75,1911.37,3.99,264.44,13.11,18.74,15.05,1911-05
1911.06,9.67,0.47,0.66,8.75,1911.46,3.99,269.74,13.11,18.41,15.33,1911-06
1911.07,9.63,0.47,0.65,8.85,1911.54,4,265.74,12.97,17.89,15.08,1911-07
1911.08,9.17,0.47,0.64,9.13,1911.62,4,245.14,12.56,17.02,13.9,1911-08
1911.09,8.67,0.47,0.63,9.23,1911.71,4,229.38,12.43,16.54,13,1911-09
1911.10,8.72,0.47,0.61,9.23,1911.79,4,230.71,12.43,16.23,13.07,1911-10
1911.11,9.07,0.47,0.6,9.13,1911.87,4.01,242.46,12.56,16.09,13.73,1911-11
1911.12,9.11,0.47,0.59,9.04,1911.96,4.01,246.1,12.7,15.94,13.93,1911-12
1912.01,9.12,0.47,0.6,9.13,1912.04,4.01,243.8,12.59,16.02,13.79,1912-01
1912.02,9.04,0.47,0.61,9.23,1912.12,4.05,239.17,12.48,16.09,13.53,1912-02
1912.03,9.3,0.47,0.62,9.42,1912.21,4.08,241.08,12.25,16.01,13.64,1912-03
1912.04,9.59,0.47,0.63,9.7,1912.29,4.12,241.29,11.91,15.77,13.65,1912-04
1912.05,9.58,0.47,0.64,9.7,1912.37,4.16,241.04,11.93,16,13.65,1912-05
1912.06,9.58,0.48,0.65,9.61,1912.46,4.19,243.42,12.07,16.39,13.79,1912-06
1912.07,9.59,0.48,0.65,9.61,1912.54,4.23,243.68,12.09,16.62,13.8,1912-07
1912.08,9.81,0.48,0.66,9.7,1912.62,4.27,246.82,11.99,16.69,13.98,1912-08
1912.09,9.86,0.48,0.67,9.8,1912.71,4.3,245.67,11.9,16.76,13.93,1912-09
1912.10,9.84,0.48,0.68,9.8,1912.79,4.34,245.17,11.92,16.99,13.91,1912-10
1912.11,9.73,0.48,0.69,9.8,1912.87,4.38,242.43,11.94,17.21,13.75,1912-11
1912.12,9.38,0.48,0.7,9.7,1912.96,4.41,236,12.08,17.61,13.39,1912-12
1913.01,9.3,0.48,0.69,9.8,1913.04,4.45,231.72,11.96,17.3,13.15,1913-01
1913.02,8.97,0.48,0.69,9.8,1913.12,4.43,223.5,11.96,17.15,12.68,1913-02
1913.03,8.8,0.48,0.68,9.8,1913.21,4.4,219.26,11.96,17.01,12.44,1913-03
1913.04,8.79,0.48,0.68,9.8,1913.29,4.38,219.01,11.96,16.86,12.43,1913-04
1913.05,8.55,0.48,0.67,9.7,1913.37,4.35,215.23,12.08,16.89,12.22,1913-05
1913.06,8.12,0.48,0.67,9.8,1913.46,4.33,202.32,11.96,16.57,11.49,1913-06
1913.07,8.23,0.48,0.66,9.9,1913.54,4.31,202.99,11.84,16.26,11.53,1913-07
1913.08,8.45,0.48,0.65,9.9,1913.62,4.28,208.41,11.84,16.11,11.85,1913-08
1913.09,8.53,0.48,0.65,10,1913.71,4.26,208.28,11.72,15.81,11.84,1913-09
1913.10,8.26,0.48,0.64,10,1913.79,4.23,201.69,11.72,15.67,11.47,1913-10
1913.11,8.05,0.48,0.64,10.1,1913.87,4.21,194.62,11.6,15.37,11.07,1913-11
1913.12,8.04,0.48,0.63,10,1913.96,4.18,196.32,11.72,15.38,11.17,1913-12
1914.01,8.37,0.48,0.62,10,1914.04,4.16,204.38,11.6,15.16,11.64,1914-01
1914.02,8.48,0.47,0.61,9.9,1914.12,4.17,209.15,11.59,15.09,11.91,1914-02
1914.03,8.32,0.47,0.6,9.9,1914.21,4.17,205.21,11.47,14.86,11.69,1914-03
1914.04,8.12,0.46,0.59,9.8,1914.29,4.18,202.32,11.46,14.78,11.52,1914-04
1914.05,8.17,0.46,0.58,9.9,1914.37,4.19,201.51,11.22,14.41,11.48,1914-05
1914.06,8.13,0.45,0.58,9.9,1914.46,4.19,200.52,11.1,14.18,11.43,1914-06
1914.07,7.68,0.45,0.57,10,1914.54,4.2,187.53,10.87,13.82,10.69,1914-07
1914.08,7.68,0.44,0.56,10.2,1914.62,4.21,183.85,10.53,13.33,10.49,1914-08
1914.09,7.68,0.44,0.55,10.2,1914.71,4.21,183.85,10.41,13.11,10.5,1914-09
1914.10,7.68,0.43,0.54,10.1,1914.79,4.22,185.67,10.4,13.01,10.61,1914-10
1914.11,7.68,0.43,0.53,10.2,1914.87,4.23,183.85,10.17,12.67,10.52,1914-11
1914.12,7.35,0.42,0.52,10.1,1914.96,4.23,177.69,10.15,12.57,10.17,1914-12
1915.01,7.48,0.42,0.55,10.1,1915.04,4.24,180.84,10.17,13.3,10.36,1915-01
1915.02,7.38,0.42,0.58,10,1915.12,4.22,180.2,10.3,14.16,10.33,1915-02
1915.03,7.57,0.42,0.61,9.9,1915.21,4.21,186.71,10.42,15.05,10.71,1915-03
1915.04,8.14,0.42,0.64,10,1915.29,4.19,198.76,10.34,15.63,11.4,1915-04
1915.05,7.95,0.42,0.67,10.1,1915.37,4.18,192.2,10.26,16.2,11.03,1915-05
1915.06,8.04,0.43,0.7,10.1,1915.46,4.16,194.37,10.27,16.92,11.15,1915-06
1915.07,8.01,0.43,0.73,10.1,1915.54,4.15,193.65,10.29,17.65,11.11,1915-07
1915.08,8.35,0.43,0.76,10.1,1915.62,4.13,201.87,10.32,18.37,11.58,1915-08
1915.09,8.66,0.43,0.79,10.1,1915.71,4.11,209.36,10.34,19.1,12.01,1915-09
1915.10,9.14,0.43,0.82,10.2,1915.79,4.1,218.8,10.25,19.63,12.55,1915-10
1915.11,9.46,0.43,0.85,10.3,1915.87,4.08,224.26,10.17,20.15,12.86,1915-11
1915.12,9.48,0.43,0.88,10.3,1915.96,4.07,224.74,10.19,20.86,12.88,1915-12
1916.01,9.33,0.44,0.93,10.4,1916.04,4.05,219.05,10.35,21.93,12.54,1916-01
1916.02,9.2,0.45,0.99,10.4,1916.12,4.07,216,10.61,23.2,12.35,1916-02
1916.03,9.17,0.46,1.04,10.5,1916.21,4.08,213.25,10.76,24.23,12.18,1916-03
1916.04,9.07,0.47,1.1,10.6,1916.29,4.1,208.93,10.9,25.27,11.91,1916-04
1916.05,9.27,0.48,1.15,10.7,1916.37,4.11,211.54,11.05,26.27,12.03,1916-05
1916.06,9.36,0.5,1.21,10.8,1916.46,4.13,211.62,11.19,27.24,12,1916-06
1916.07,9.23,0.51,1.26,10.8,1916.54,4.14,208.68,11.44,28.46,11.79,1916-07
1916.08,9.3,0.52,1.31,10.9,1916.62,4.16,208.33,11.57,29.41,11.73,1916-08
1916.09,9.68,0.53,1.37,11.1,1916.71,4.17,212.94,11.6,30.09,11.94,1916-09
