Date,P,D,E,CPI,Date Fraction,Long IR GS10,Real Price,Real Dividend,Real Earnings,CAPE (P/E10),Date (CCYY-MM)
2011.08,1185.31,24.9,85.94,226.545,2011.62,2.3,1277.56,26.84,92.63,20.05,2011-08
2011.09,1173.88,25.18,86.98,226.889,2011.71,1.98,1263.32,27.1,93.61,19.7,2011-09
2011.10,1207.22,25.6,86.97,226.421,2011.79,2.15,1301.89,27.6,93.79,20.16,2011-10
2011.11,1226.42,26.01,86.96,226.23,2011.87,2.01,1323.71,28.08,93.86,20.35,2011-11
2011.12,1243.32,26.43,86.95,225.672,2011.96,1.98,1345.27,28.6,94.08,20.52,2011-12
2012.01,1300.58,26.74,87.48,226.665,2012.04,1.97,1401.06,28.8,94.24,21.21,2012-01
2012.02,1352.49,27.04,88.01,227.663,2012.12,1.97,1450.59,29,94.39,21.8,2012-02
2012.03,1389.24,27.35,88.54,229.392,2012.21,2.17,1478.77,29.11,94.25,22.05,2012-03
2012.04,1386.43,27.67,88.33,230.085,2012.29,2.05,1471.34,29.37,93.74,21.78,2012-04
2012.05,1341.27,28,88.13,229.815,2012.37,1.8,1425.09,29.75,93.63,20.94,2012-05
2012.06,1323.48,28.32,87.92,229.478,2012.46,1.62,1408.25,30.13,93.55,20.55,2012-06
2012.07,1359.78,28.74,87.45,229.104,2012.54,1.53,1449.24,30.63,93.2,21,2012-07
2012.08,1403.45,29.17,86.97,230.379,2012.62,1.68,1487.5,30.91,92.18,21.41,2012-08
2012.09,1443.42,29.59,86.5,231.407,2012.71,1.72,1523.07,31.22,91.27,21.78,2012-09
2012.10,1437.82,30.14,86.5,231.317,2012.79,1.75,1517.75,31.82,91.31,21.58,2012-10
2012.11,1394.51,30.7,86.51,230.221,2012.87,1.65,1479.04,32.56,91.75,20.9,2012-11
2012.12,1422.29,31.25,86.51,229.601,2012.96,1.72,1512.58,33.23,92,21.24,2012-12
2013.01,1480.4,31.54,86.91,230.28,2013.04,1.91,1569.73,33.44,92.15,21.9,2013-01
2013.02,1512.31,31.82,87.3,232.166,2013.12,1.98,1590.54,33.47,91.82,22.05,2013-02
2013.03,1550.83,32.11,87.7,232.773,2013.21,1.96,1626.8,33.68,92,22.42,2013-03
2013.04,1570.7,32.5,88.78,232.531,2013.29,1.76,1649.36,34.12,93.23,22.6,2013-04
2013.05,1639.84,32.88,89.87,232.945,2013.37,1.93,1718.9,34.47,94.2,23.41,2013-05
2013.06,1618.77,33.27,90.95,233.504,2013.46,2.3,1692.75,34.79,95.11,22.93,2013-06
2013.07,1668.68,33.65,92.09,233.596,2013.54,2.58,1744.26,35.17,96.26,23.49,2013-07
2013.08,1670.09,34.02,93.23,233.877,2013.62,2.74,1743.63,35.52,97.34,23.36,2013-08
2013.09,1687.17,34.4,94.37,234.149,2013.71,2.81,1759.42,35.87,98.41,23.44,2013-09
2013.10,1720.03,34.6,96.31,233.546,2013.79,2.62,1798.32,36.17,100.7,23.83,2013-10
2013.11,1783.54,34.79,98.26,233.069,2013.87,2.72,1868.54,36.45,102.94,24.64,2013-11
2013.12,1807.78,34.99,100.2,233.049,2013.96,2.9,1894.09,36.66,104.98,24.86,2013-12
2014.01,1822.36,35.4,100.42,233.916,2014.04,2.86,1902.29,36.96,104.82,24.86,2014-01
2014.02,1817.04,35.82,100.63,234.781,2014.12,2.71,1889.75,37.25,104.66,24.59,2014-02
2014.03,1863.52,36.23,100.85,236.293,2014.21,2.72,1925.69,37.44,104.21,24.96,2014-03
2014.04,1864.26,36.61,101.61,237.072,2014.29,2.71,1920.12,37.71,104.65,24.79,2014-04
2014.05,1889.77,37,102.36,237.9,2014.37,2.56,1939.62,37.97,105.06,24.94,2014-05
2014.06,1947.09,37.38,103.12,238.343,2014.46,2.6,1994.74,38.29,105.64,25.56,2014-06
2014.07,1973.1,37.75,104.07,238.25,2014.54,2.54,2022.18,38.69,106.66,25.82,2014-07
2014.08,1961.53,38.12,105.01,237.852,2014.62,2.42,2013.68,39.13,107.81,25.62,2014-08
2014.09,1993.23,38.49,105.96,238.031,2014.71,2.53,2044.69,39.48,108.7,25.92,2014-09
2014.10,1937.27,38.81,104.74,237.433,2014.79,2.3,1992.29,39.91,107.72,25.16,2014-10
2014.11,2044.57,39.12,103.53,236.151,2014.87,2.33,2114.05,40.45,107.04,26.61,2014-11
2014.12,2054.27,39.44,102.31,234.812,2014.96,2.21,2136.19,41.01,106.39,26.79,2014-12
2015.01,2028.18,39.9,101.29,233.707,2015.04,1.88,2119.03,41.68,105.83,26.49,2015-01
2015.02,2082.2,40.35,100.27,234.722,2015.12,1.98,2166.07,41.98,104.31,27,2015-02
2015.03,2079.99,40.81,99.25,236.119,2015.21,2.04,2150.96,42.2,102.64,26.73,2015-03
2015.04,2094.86,41.12,97.8,236.599,2015.29,1.94,2161.95,42.44,100.94,26.79,2015-04
2015.05,2111.94,41.43,96.36,237.805,2015.37,2.2,2168.52,42.54,98.94,26.81,2015-05
2015.06,2099.29,41.74,94.91,238.638,2015.46,2.36,2148.01,42.71,97.11,26.5,2015-06
2015.07,2094.14,42,93.49,238.654,2015.54,2.32,2142.59,42.97,95.66,26.38,2015-07
2015.08,2039.87,42.25,92.08,238.316,2015.62,2.17,2090.03,43.29,94.34,25.69,2015-08
2015.09,1944.41,42.51,90.66,237.945,2015.71,2.17,1995.33,43.62,93.03,24.5,2015-09
2015.10,2024.81,42.8,89.28,237.838,2015.79,2.07,2078.77,43.94,91.66,25.49,2015-10
2015.11,2080.62,43.1,87.91,237.336,2015.87,2.26,2140.58,44.34,90.44,26.23,2015-11
2015.12,2054.08,43.39,86.53,236.525,2015.96,2.24,2120.52,44.79,89.33,25.97,2015-12
2016.01,1918.6,43.55,86.5,236.916,2016.04,2.09,1977.39,44.89,89.15,24.21,2016-01
2016.02,1904.42,43.72,86.47,237.111,2016.12,1.78,1961.16,45.02,89.05,24,2016-02
2016.03,2021.95,43.88,86.44,238.132,2016.21,1.89,2073.27,44.99,88.63,25.37,2016-03
2016.04,2075.54,44.07,86.6,239.261,2016.29,1.81,2118.18,44.98,88.38,25.92,2016-04
2016.05,2065.55,44.27,86.76,240.229,2016.37,1.81,2099.49,44.99,88.19,25.69,2016-05
2016.06,2083.89,44.46,86.92,241.018,2016.46,1.64,2111.19,45.04,88.06,25.84,2016-06
2016.07,2148.9,44.65,87.64,240.628,2016.54,1.5,2180.58,45.31,88.94,26.69,2016-07
2016.08,2170.95,44.84,88.37,240.849,2016.62,1.56,2200.94,45.46,89.59,26.95,2016-08
2016.09,2157.69,45.03,89.09,241.428,2016.71,1.63,2182.25,45.54,90.1,26.73,2016-09
2016.10,2143.02,45.25,,241.729,2016.79,1.76,2164.71,45.71,,26.53,2016-10
2016.11,2164.99,45.48,,241.353,2016.87,2.14,2190.31,46.01,,26.88,2016-11
2016.12,2246.63,45.7,,241.432,2016.96,2.49,2272.16,46.22,,27.93,2016-12
2017.01,2275.12,45.93,,242.839,2017.04,2.43,2287.65,46.18,,28.17,2017-01
2017.02,2329.91,46.15,,243.603,2017.12,2.42,2335.39,46.26,,28.81,2017-02
2017.03,2345.96,46.38,,243.985,2017.21,2.48,2347.8,46.42,,29.02,2017-03
2017.04,2357,,,244.176,2017.29,2.34,2357,,,29.19,2017-04
